session,country,Subject,communication,delay,role,numrolls,numins,firstquest,secondquest,Belief,Belief2,Belief2nd,BeliefOtherGroup,age,female,time,risk,Message,Recalled_Message,recall_missing,is_promise,recalled_as_promise,is_efficiency,is_ethics,Early,Late,ImmNoComm,EarlyNoComm,LateNoComm,ImmComm,EarlyComm,LateComm
170406_1252,1,2,1,1,1,0,,1,1,9,1,10,15,19,1,9,7,"Hi! I will be choosing ROLL for all 10 decisions. This gaurantees me $30, which I am very happy with. I understand this means a 1/6 chance you get $0, but you also have a very high chance of getting $36 instead of $15. I understand if you don't want to take this chance, and am happy with $15 as well. I assure you I will choose ROLL every time, however.","Hi! I will choose ROLL for all 10 of my decisions. This guarantees me $30, which I am very happy with. I understand this means a 1/6 chance that you get $0, but also a very high chance you get $36. I understand if you don't want to take this risk, and am happy with $15. I assure you I will choose ROLL every time, however.",0,1,1,1,0,1,0,0,0,0,0,1,0
170406_1252,1,3,1,1,1,0,,1,1,27,2,5,30,25,0,5,5,"Hey, I am going to choose Don't Roll each time and that will garuntee both of us $15.","Hey, I am going to choose Don't Roll so we are both guaranteed $15.",0,0,0,0,0,1,0,0,0,0,0,1,0
170406_1252,1,5,1,1,1,0,,1,1,30,5,6,50,29,0,5,7,The best way to maximize payment would be for you to choose IN every turn and then I will respond with ROLL to try to get the $30-$36 payoff for both of us. We have 5/6 chance of getting the max payoff ($66). ,"The best outcome would be for you to opt IN on every turn and then I will ""ROLL"" which will maximize the payout as we would have 5/6 chance of getting the top payout of $66",0,1,1,1,0,1,0,0,0,0,0,1,0
170406_1252,1,8,1,1,1,10,,1,1,5,,0,10,28,1,10,8,Hey person A! FYI I will always choose Roll (definitely rather have the $30 then $15 and don't want to be greedy). But totally understand if you're not willing to take the risk! ,Hey Person A! FYI I'll choose Roll for all my choices (I'm happy to have the 30 instead of 15 and don't need to be greedy!). But totally understand if you don't want to take the risk.,0,1,1,0,1,1,0,0,0,0,0,1,0
170411_0936,1,2,1,2,1,0,,1,0,0,,,,67,1,11,11,I will choose roll for all ten ,,0,1,0,0,0,0,1,0,0,0,0,0,1
170411_0936,1,3,1,2,1,10,,1,1,68,5,7,79,21,1,11,9,"Since choosing ""roll"" provides a better chance of both of us getting payment, and since the payment will be above zero, I can tell you that I'm much more likey to choose roll over don't roll. Of course, there's still the possibility of you not getting anything if a 1 appears, but that chance is 1/6 every turn. You'd also be earning more than if you choose out if a 2-6 is rolled. :)","I will be sure to choose roll for every option because there's a higher chance that rolling will benefit us both. There's still a higher likelihood of you gaining something if I were to choose roll, as there are 5 chances for you to get 30+ and only one chance for you to not receive anything :)",0,1,1,1,0,0,1,0,0,0,0,0,1
170411_0936,1,6,1,2,1,10,,1,1,100,6,0,80,20,1,10,8,"I would really like for both us to maximize our earnings. I would propose that for all 10 decisions, you could choose IN and I could choose ROLL, because there is a very high chance that you'll get $36 and I'll get $30. I know it's hard to trust me, and it seems suspicious especially since I could choose DON'T ROLL, but I would rather get $30 than $15, and I don't mind that you would get more","The ideal situation that maximises both of our earnings is if you choose in and I roll. I know that it's hard to trust me but I would rather get $30 than $15, so I hope we can choose in / roll all 10 times",0,1,1,1,0,0,1,0,0,0,0,0,1
170411_0936,1,8,1,2,1,0,,1,1,56,7,8,65,20,1,0,5,"I am compassionate to a fault (my mom calls it compassion devoid of wisdom), and therefore have absolutely no intention or desire to screw you over in any way. I will choose ROLL no matter what, because the $12 isn't that important in the grand scheme of things, but it is your choice to play your odds as to whether you want to be IN or OUT. Just know that I pinky promise that I will ROLL.","Basically that I would never try to screw someone over, and that I am compassionate and trustworthy to a fault",0,1,0,0,1,0,1,0,0,0,0,0,1
170411_0936,1,9,1,2,1,0,,1,1,0,,,29,20,1,7,5,I will be choosing Don't Roll for all 10 decisions. I recommend that you choose Out for all 10 decisions.,"I will be choosing ""don't roll"" on all options. I highly suggest you choose ""out"" on all options.",0,0,0,0,0,0,1,0,0,0,0,0,1
170411_1058,1,2,1,1,1,7,,1,1,50,6,3,33,38,1,1,5,Hi Hope we will have some fun doing this experiement,Hi hope we will have some fun playing this experiement,0,0,0,0,0,1,0,0,0,0,0,1,0
170411_1058,1,3,1,1,1,10,,1,1,100,10,10,100,48,1,7,5,i will always choose roll,i will always choose roll,0,1,1,0,0,1,0,0,0,0,0,1,0
170411_1058,1,4,1,1,1,0,,1,1,10,1,0,10,23,0,3,8,"Hello! I'm trying to mess with the experiment results by showing mutual cooperation (heh) so I'm gonna be choosing ROLL and I think it will be a really interesting case study for the researchers to figure out how 2 strangers can cooperate, so hopefully you choose IN!!! ","Hello! I am trying to mess up the results of the experiment (heh) so I am going to choose ROLL, and I think it will be a really interesting case study for the researchers to figure out why two strangers will cooperate so please choose IN as well!",0,1,1,0,0,1,0,0,0,0,0,1,0
170411_1058,1,5,1,1,1,8,,1,1,50,6,7,56,26,1,1,5,"I would recommend we max our potential earnings, I will be choosing a roll , since we both get paid the most when the die rolls a 2.3.4.5.6. and as for the die rolling 1 the probability is too low. If you wish to make the most out of the experiment i suggest you play IN and I play ROLL. Thanks. ","I reccomend that we try to maximize our gains , I will roll to make which has greater returns for both of us.",0,1,1,1,0,1,0,0,0,0,0,1,0
170411_1058,1,6,1,1,1,0,,1,1,10,1,1,,20,1,10,7,"I assume you're not acutally a participant in this room that I am paired with, but please choose IN!","(well I was right to my matched person A) I am thinking you are not actually a participant that I am matched with, but please choose IN!",0,0,0,0,0,1,0,0,0,0,0,1,0
170411_1058,1,10,1,1,1,10,,1,1,37,9,10,81,28,0,9,7,"It is in your best interest to choose IN because: your expected value, if you think it's 50/50 whether I roll, is $15 either way (5/6th chance for $36, 1/6th for $0). since my expected value increases no matter what if you choose IN, I would like to reward you by guaranteeing a 100% chance I will ROLL.  That raises your expected value to $30. Thanks for choosing in and getting us both more $$ :)","It is in your best interest to choose IN.  Your expected value is $15 if you believe there is a 50/50 chance I will choose roll or don't roll, and my expected value increases regardless if you choose IN.  For that reason, I will guarantee 100% that I will choose ROLL if you choose in, as it increases my expected value as well as yours.",0,1,1,0,0,1,0,0,0,0,0,1,0
170413_1156,1,2,1,1,1,0,,1,1,30,,,20,28,1,10,7,,(I didn't write anything because A) I thought typing would give away that I was Person B and B) I didn't want to lead A to think I was intentionally deceiving them),0,0,0,0,0,1,0,0,0,0,0,1,0
170413_1156,1,6,1,1,1,2,,1,1,40,5,5,65,27,1,10,5,,I am Person B. I chose not to write a message to Person A.,0,0,0,0,0,1,0,0,0,0,0,1,0
170413_1156,1,7,1,1,1,10,,1,1,60,10,10,29,22,0,10,8,"Hi there person A partner,  I totally understand if you don't trust someone on the internet and want to choose OUT. however, I am broke and assume you are too if you're here ;) so I figure i'll go for some good karma and roll on all ten picks.Obviously then we both do better if you choose IN. have a great day!","Hi Person A partner, I totally understand if you don't trust someone on the internet and choose OUT. However, i'm pretty broke and since you're here you probably are too;) so I figure I'll go for some good karma and select Role for all 10 picks. Obviously then we both do better if you select IN for your picks.",0,1,1,1,0,1,0,0,0,0,0,1,0
170413_1156,1,8,1,1,1,10,,1,1,22,10,10,18,19,1,10,6,"As a person A you are worried right now that I'll promise to choose Roll, and then when I go home and take the survey I will pick ""Don't Roll"" because no-one will be watching. All I can do is promise that I will choose Roll. I don't appreciate time inconsistant behavior in anyone, especially myself, and I would much rather two people walk away from this happy. ","As Person A you are probably worried that I will promise to choose Roll, and then when I go home I will choose ""Don't Roll."" All I can do is promise to choose Roll. I do not appreciate time inconsistent behavior, especially in myself, and I would rather we both walk away from this happy.",0,1,1,1,1,1,0,0,0,0,0,1,0
170413_1156,1,10,1,1,1,0,,1,1,100,10,0,40,18,1,7,6,You should opt IN and then if I choose to Roll and theres a good chance you will make 36 dollars which is the highest payout you can get. ,"you should choose IN, because if I choose ROLL you will have a chance at the highest pay out",0,0,0,1,0,1,0,0,0,0,0,1,0
170413_1156,1,12,1,1,1,0,,0,0,0,,,,27,1,10,7,Hello -- shall we try to cooperate and roll?,,0,0,0,0,0,1,0,0,0,0,0,1,0
170413_1156,1,16,1,1,1,0,,1,1,6,1,0,,22,1,10,7,"If you choose to roll IN for all 10 rolls, I will promise to roll IN as well for all 10 rolls so that you have a 5/6 chance of making $36 instead of $0 or only $15. If you do not roll IN for all 10 rolls, I will choose DONT ROLL and you will for sure make $0. Thanks :) ","If you choose to roll in for all 10 decisions, I will also choose to roll in for all 10 decisions. This will give you a 5/6 chance to make $36 instead of $0 or $15. If you do not choose to roll in for all 10 decisions I will choose to roll out and you will get $0. Thanks",0,1,1,1,0,1,0,0,0,0,0,1,0
170413_1257,1,2,1,2,1,10,,1,1,40,6,8,50,26,1,3,5,"I will choose ROLL on the basis that, if you have chosen IN, you are risking receiving no payoff in order to maximise our collective potential payoff. I therefore think you deserve a good chance of earning $36.","I will choose ROLL when I have to make my decisions, because I think if you trust me by choosing IN then you deserve the chance to win something.",0,1,1,0,1,0,1,0,0,0,0,0,1
170413_1257,1,3,1,2,1,0,,1,1,70,7,8,80,20,1,10,8,"Pick IN -- Let's take a gamble and be generous! The odds are good for 36/30, so let's go for it! ",Let's go for it and be generous! The odds are in our favor.,0,0,0,0,1,0,1,0,0,0,0,0,1
170413_1257,1,6,1,2,1,0,,1,1,29,5,7,73,22,1,9,7,"Hey, I think the best move here would be to roll, it's the highest payoff for both of us, and while $42 is enticing if you don't roll, $30 is still a lot of money and it doesn't leave me high and dry with nothing. Thanks!","If you choose IN then I have the option to choose the option that benefits us both the most ($30 and $36), the difference between $36 and $42 isn't really worth it.",0,1,1,0,0,0,1,0,0,0,0,0,1
170413_1257,1,8,1,2,1,0,,1,1,60,8,0,87,20,1,3,7,"Hello Person A, this is a very complicated study, I haven't done one like this before. There's so many different choices to make. and so many different elements of risk. I hope you're having a great day and this works out well for the both of us!",Hi...this is an intereting study...I'm not sure what I'm going to pick but I hope we both do well...,0,0,0,0,0,0,1,0,0,0,0,0,1
170413_1257,1,10,1,2,1,10,,1,1,70,10,10,85,21,1,10,8,"Hello - I promise you that I will choose ""Roll"" in all ten trials. I want to maximize the amount of money that both of us will earn from the experiment. :-)",I promise I will roll in for all 10 trials. I want to maximize the amount that we both earn :-),0,1,1,1,0,0,1,0,0,0,0,0,1
170920_1157,1,2,1,0,1,6,,1,1,20,5,5,70,24,0,6,10,hi this is person B lol,this is person B lol,0,0,0,0,0,0,0,0,0,0,1,0,0
170920_1157,1,4,1,0,1,7,,1,1,39,5,10,70,23,1,5,8,,,0,0,0,0,0,0,0,0,0,0,1,0,0
170920_1157,1,6,1,0,1,5,,1,1,70,5,3,9,30,1,9,7,you choose to be In or Out?,You choose to be In/Out,0,0,0,0,0,0,0,0,0,0,1,0,0
170920_1157,1,8,1,0,1,10,,1,1,45,5,10,82,44,1,10,5,Hi!,Hi!,0,0,0,0,0,0,0,0,0,0,1,0,0
170920_1157,1,10,1,0,1,10,,1,1,35,1,10,35,21,1,11,7,Hello person A. I just wanted to let you know that I plan to act in a way that is mutually beneficial.,Hello person A. I just wanted to let you know that I plan on acting in a way that is mutually beneficial.,0,1,1,0,0,0,0,0,0,0,1,0,0
170920_1157,1,12,1,0,1,0,,1,1,13,0,0,5,20,1,10,9,,,0,0,0,0,0,0,0,0,0,0,1,0,0
170920_1157,1,14,1,0,1,10,,1,1,100,10,10,,19,0,11,1,"I promise to choose roll every time, so choose in.","I promise to choose roll, so choose in.",0,1,1,0,0,0,0,0,0,0,1,0,0
170920_1157,1,16,1,0,1,2,,1,1,39,2,8,18,18,0,10,5,"Hello, ok so this game is based on economics game theory. In order for us to work together and ""win"", you would have to choose in and I choose roll. This guarantees you at least the chance to win 36 dollars and me to win 30, whereas if you choose out you can only ever win 15. The odds are that you'd win 36 dollars and I'm perfectly fine with 30 instead of 42, so I think that you should choose in.","Ok, so this game is based on game theory in economics and the only way to ""win"" is for us to work together. If you choose in, you are guaranteed at least a chance to win 36 dollars and the odds would favor that, whereas if you choose out, you can only win 15 dollars. I'm perfectly happy choosing roll so that you could win 36 and I win 30 instead of 42 to maximize winnings, so I think you should choose in.",0,1,1,1,0,0,0,0,0,0,1,0,0
170922_1146,1,2,1,0,1,10,,1,1,11,,,5,19,0,10,8,Who dares wins,who dares wins,0,0,0,0,0,0,0,0,0,0,1,0,0
170922_1146,1,4,1,0,1,10,,1,1,90,10,10,62,19,0,10,7,"I am more than happy with the 30$ payout. I'm not going to a be a jerk and try to take 12$ more, that's silly. It is up to you if you are willing to risk the 5/6 odds for 36$ or just take the 15$ for both. I will be choosing roll for all 10. ","I am more than happy with 30$. I'm not going to try and take 12$ more, that's silly. If you want to take the 5/6 risk to win 36$ that is your decision. I am going to pick roll all 10 times.",0,1,1,0,0,0,0,0,0,0,1,0,0
170922_1146,1,6,1,0,1,10,,1,1,10,8,10,41,46,1,0,5,"Hello! I am not strong on logic/math problems, so I will trust you to make the best decisions for both of us. :) ","Hi! I'm not the strongest on math/logic problems, so I'll trust you to make the best decisions for both of us. :)",0,0,0,0,0,0,0,0,0,0,1,0,0
170922_1146,1,8,1,0,1,10,,1,1,60,3,10,100,38,1,11,6,,,0,0,0,0,0,0,0,0,0,0,1,0,0
170922_1146,1,10,1,0,1,1,,1,1,20,2,2,9,27,0,10,5,"Here's the best way to make the most for either of us: Choose OUT for the first 8 decisions and we will gamble with the 2,3,4,5,6 for the last 2. You're likely to make a little more but that's alright.",Here's the best way to mamixmise the pay for either of us: / Choose OUT for 8 decisions and we will experiment with the last 2 decisions.,0,1,0,1,0,0,0,0,0,0,1,0,0
170922_1146,1,12,1,0,1,10,,1,1,75,8,10,53,18,1,10,7,I will always choose roll ,i will always choose roll,0,1,1,0,0,0,0,0,0,0,1,0,0
170922_1146,1,14,1,0,1,3,,1,1,45,5,5,29,19,1,7,7,"Hi, I believe this is a matter of trust. You have no reason to believe me but all I ask is that you make the decision that works for you and trust me. That said, nice to meet you, sort of. ","Hi, This is a matter of trust. and I know you have no reason to trust me but all  I ask is for you to make the decision that would be the best for us both. That said, nice to meet you, sort of.",0,0,0,0,0,0,0,0,0,0,1,0,0
170922_1146,1,16,1,0,1,9,,1,1,50,3,8,60,18,1,6,5,"hi! make sure to choose, ""IN"" and I'll roll too","hi! Choose ""IN"" every time and I will roll every time.",0,1,1,0,0,0,0,0,0,0,1,0,0
170922_1246,1,2,1,0,1,0,,1,1,33,3,4,15,19,1,10,5,"Hey, I feel like IN and ROLL is our best bet for optimizing each of our payments","Hey, I think IN and ROLL is our best bet for optimizing each of our payments.",0,0,1,1,0,0,0,0,0,0,1,0,0
170922_1246,1,4,1,0,1,10,,1,1,37,4,7,77,18,1,10,6,"Hello, I plan on making mutually beneficial decisions. ","Hello, I plan on making mutually beneficial decisions :)",0,1,1,0,0,0,0,0,0,0,1,0,0
170922_1246,1,6,1,0,1,0,,1,1,100,10,10,50,19,1,9,5,"If you choose IN, I promise to never choose ""don't roll""...that way we will both have a 5/6 chance of making $30 or more ($36 in your case). ","If you choose ""IN"" I promise to never choose ""Don't Roll"" giving us both a 5/6 chance of winning $30 or more ($36 in your case)",0,1,1,1,0,0,0,0,0,0,1,0,0
170922_1246,1,8,1,0,1,8,,1,1,40,6,6,20,22,1,9,5,we both get maximum payout if you pick in and I pick roll,if you always choose in and I always choose roll we both will get maximum payout,0,0,1,1,0,0,0,0,0,0,1,0,0
170922_1246,1,10,1,0,1,3,,1,1,50,5,5,37,20,0,7,7,"Hi! If you want, choose to be IN the first 5 times and OUT the next five and I'll choose roll the first 5 and don't roll the next 5. I think that might be fun. Or do what you want! Potstickers are delicious!",Hi! Choose in the first five times and out the next five times. Or do w/e you want! Potstickers are delicious.,0,1,0,0,0,0,0,0,0,0,1,0,0
170922_1246,1,12,1,0,1,6,,1,1,40,4,8,30,19,1,10,8,"if you choose in, I'll choose roll","if you choose in, i'll choose roll",0,1,1,0,0,0,0,0,0,0,1,0,0
170922_1246,1,14,1,0,1,4,,1,1,35,3,2,30,17,1,6,8,"Hi! If you were to play it safe, you would go ahead and pick ""OUT."" But hey, it's a Friday afternoon and you have nothing to lose, so we should work together to increase our chances of winning more money. I'll assume you pick IN and will choose to Roll so we can both earn more money!","Hi! If you want to play it safe, you'd go ahead and pick ""OUT."" But hey, it's a Friday and you've got nothing to lose, so you should pick ""IN."" I'll assume you picked In and I'll pick roll so we can both win some more money.",0,1,1,1,0,0,0,0,0,0,1,0,0
170922_1246,1,16,1,0,1,0,,1,1,28,2,5,20,19,1,7,7,Hello,Hello,0,0,0,0,0,0,0,0,0,0,1,0,0
170927_0934,1,2,1,0,1,0,,1,1,73,7,9,30,19,0,9,6,"Hi! Looking at the table, it's pretty clear that IN/ROLL is the best combo. If you average out the dice rolls, it's $30 for both A and B, so $60 total. This is the best payoff in the game. I'll choose ROLL for all answers, and I suggest you choose IN for all of them, that way we both can get the most money from the study. ","Hi! Looking at the chart, it's pretty clear that the best choice is IN/ROLL. When you average out he dice rolls, both people get $30. That's a total of $60, which is the most it's possible to get in the game. I'll choose ROLL for all answers, and if you choose IN for all answers we can both get the most money possible from the study.",0,1,1,1,0,0,0,0,0,0,1,0,0
170927_0934,1,4,1,0,1,0,,1,1,82,8,8,70,26,1,11,6,If you choose IN i will choose ROLL,"If you choose IN, i will choose ROLL",0,1,1,0,0,0,0,0,0,0,1,0,0
170927_0934,1,6,1,0,1,10,,1,0,30,10,10,,18,0,10,8,"Ok, this is simple. I'm not too thrilled by this kind of game-theory-behavior studies fooling people around. I won't pretend I don't prefer 42 to 30 if it's my mother giving me the money, but here I just want to see the case where experimenter have to pay the most, so I will choose ""ROLL"" all along, and I hope you can choose ""IN"" and help us all.","Ok, this is simple. I'm not too thrilled with this kind of game-strategy-behavior study fooling people around. I won't pretend that I don't prefer 42 to 30 if it is my mother giving the money, but here I just want to see the case where the experimenters have to pay the most. I will choose roll all along, and I just hope that you will choose in and help us all.",0,1,1,1,0,0,0,0,0,0,1,0,0
170927_0934,1,8,1,0,1,0,,1,1,10,0,0,10,21,0,11,8,"Pick In.  I'll Roll and then you have a 5/6 chance of winning $36, which is an expected $30 payoff, same as me.  It's your best option, game theoretically","Pick In.  I'll roll and then you have a 5/6 chance of getting $36, which is an expected payout of $30, same as me.  Game theoretically, it's your best option",0,1,1,0,0,0,0,0,0,0,1,0,0
170927_0934,1,10,1,0,1,6,,1,0,29,4,5,,48,1,6,6,hello how are you,hi how are you,0,0,0,0,0,0,0,0,0,0,1,0,0
170927_1058,1,2,1,0,1,10,,1,1,86,9,10,62,52,1,11,6,To increase our odds for higher payout I'm going to roll every single time.,To increase our odds for payment I will choose roll every single time.,0,1,1,1,0,0,0,0,0,0,1,0,0
170927_1058,1,4,1,0,1,10,,1,1,65,10,10,62,29,0,10,8,"Hi A, the way for us to make the most out of this experiment is to work together and trust each other, with you choosing 'In' for all the 10 decisions, and me choosing ""Roll"". Best, B","Hi A, the way for us to make the most of this experiment is to work together and trust each other, with you choosing 'In' for all ten decisions and me choosing 'Roll'. Best, B",0,1,1,1,0,0,0,0,0,0,1,0,0
170927_1058,1,6,1,0,1,10,,1,1,85,10,10,90,26,0,10,8,"Hi there! I'm into game theory and also into sharing, so (in the words of Barry Nalebuff), let's expand this pie! I'll choose ""Roll"" every time, and I hope you choose ""In"" :-)","Hi there, I'm interested in game theory and psychology, so (like Barry Nalebuff says) let's try to expand the pie. I will choose ROLL each time, and I hope you choose ""In"" :-)",0,1,1,1,0,0,0,0,0,0,1,0,0
170927_1058,1,8,1,0,1,3,,1,1,30,4,6,65,27,0,4,2,Good luck to you.,Good luck to you.,0,0,0,0,0,0,0,0,0,0,1,0,0
170927_1058,1,10,1,0,1,10,,1,1,70,10,10,100,59,1,10,11,"Since I am starting with 0, willing to take the rolls.  Already a winner as I'm not sitting at my desk.  :0",I am willing to choose roll as we are starting with 0 anyway.  Already a winner since i am not sitting at my desk. :0,0,1,1,0,0,0,0,0,0,0,1,0,0
170927_1058,1,12,1,0,1,5,,1,1,9,2,10,38,18,1,10,8,"I understand that $15 is the safest route to go here, but I am planning on rolling each time. I will be getting money no matter what, and $30 is definitely enough for me. I'd like you to get the opportunity for more than $15 too!","Hi there, I know that choosing ""Out"" is the safest option, but I am letting you know that I will be rolling each time. I will be getting money no matter what, and $30 is good enough for me, so I want you to get something too!",0,1,1,1,0,0,0,0,0,0,1,0,0
170929_1046,1,2,1,0,1,0,,1,1,30,4,10,10,24,1,10,5,"A classic prisoner's dilemma! Obviously the ideal is A choose In, B choose Roll Die=2,3,4,5,6. But there is a chance with die = 1 that payoff for A is 0, though it is slim. You should select In for at least some of the 10 and I will select Roll for all.","A classic prisoner's dilemma! Obviously the best outcome is for A to choose in and B to choose roll, with die = 2,3,4,5,6. But there is a chance die=1 in which case A gets 0, though it is slim. You should choose In for at least some of the choices, and I will choose roll for all.",0,1,1,1,0,0,0,0,0,0,1,0,0
170929_1046,1,4,1,0,1,10,,1,1,50,5,10,10,19,1,11,8,"Hi!! I'm promising to choose roll for all 10 decisions; I think it's more fun if we both get something and this gives us the maximum possible net gain ($66 total). Out of the 10 decisions, then, there's like an 80 percent chance of not getting the last outcome, but if you aren't comfortable with the chance of rolling a 1 or don't think I'm trustworthy it's totally cool if you pick out. ","Hi!! I'm promising to choose roll for all 10 decisions; I think it's more fun if we both get something and this gives us the highest possible net gain ($66). With 10 rolls there's about an 80 percent chance of getting the fourth outcome, if you aren't comfortable with the possibility of the roll being a 1 or don't think I'm trustworthy, it's totally cool if you choose out.",0,1,1,1,0,0,0,0,0,0,1,0,0
170929_1046,1,6,1,0,1,0,,1,1,25,3,5,50,19,1,11,6,"Hi Person A, I think the best outcome would be if you choose In and I choose Roll, as it's likely we'll both get paid at least $30. I tend to trust people more than distrust them, so if you choose In, I will be choosing Roll. hopefully we leave this session with a lot of money!","Hi Person A, I think the best possible outcome is if you choose In and I choose Roll, as we will both get a least $30. I tend to trust people more than distrust them, so if you choose In, I will choose Roll. hopefully we will leave this session with a lot of money!",0,1,1,1,0,0,0,0,0,0,1,0,0
170929_1046,1,8,1,0,1,1,,1,1,80,8,8,100,18,1,10,5,"Hi, please please choose in, and I swear that I'll choose ROLL; therefore you have a 5/6 chance of getting $36 instead of $15 and Ill get $30 instead of $15... it's a win win situation for both of us (unless it lands on 1, but since they choose 1 of 10 decisions that's very unlikely) so pleeease choose in","Hi, please please choose in! I swear I will choose roll so that you will have a 5/6 chance of getting 36 instead of 15 and ill get 30 instead of 15 so it's a win win for both of us! also since they choose 1 out of 10 decisions, your chances of getting 36 is even greater! so pleeease choose in",0,1,1,1,0,0,0,0,0,0,1,0,0
170929_1046,1,10,1,0,1,0,,1,1,30,6,6,25,17,0,10,7,"A difference of $12 really isn't that much. I'll roll for all the decisions, no matter what, $30 is good enough with me.",a difference of 12 dollars isn't that much. I will choose Roll and am content with the 30$,0,1,1,0,0,0,0,0,0,0,1,0,0
170929_1046,1,12,1,0,1,10,,1,1,80,10,8,80,55,1,11,10,Good luck!,Good luck!,0,0,0,0,0,0,0,0,0,0,1,0,0
170929_1046,1,14,1,0,1,8,,1,1,72,7,7,76,27,1,8,6,I will always choose roll since payoff will most likely be the same for me,I will always choose roll because payoff of don't roll is not as much different compared to roll,0,1,1,0,0,0,0,0,0,0,1,0,0
170929_1253,1,2,1,0,1,5,,1,1,75,5,5,75,45,1,11,10,,,0,0,0,0,0,0,0,0,0,0,1,0,0
170929_1253,1,4,1,0,1,10,,1,1,25,6,10,15,22,0,10,8,"I'm picking roll all 10 times. I'm guaranteed a floor of $15, but would love $30. I get zero pleasure out of scamming you by picking don't roll, and would rather have the satisfaction of knowing I doubled my own payment (and knowing you made out well too). So if you're willing to take the chance of the roll, opt in! :)","I will choose roll all ten times. My floor for the experiment is $15. I am guaranteed to double that if you opt in. I get zero additional satisfaction from going from $30 to $42 (and no satisfaction from scamming you. If you would like to take the chance with the roll, opt in! :)",0,1,1,1,1,0,0,0,0,0,1,0,0
170929_1253,1,6,1,0,1,0,,1,1,68,8,8,34,25,0,10,8,"Hi there :) It seems to me like we should work together. I'll always choose to roll and you always choose in. That way, you'll have a 5/6 chance of more than doubling your money and I'll do better too! Looking forward to playing with you","Hi there :) It seems to me as if we should work together on this. If you always choose In and I always choose to roll, you'll have a 5/6 chance of more than doubling your money and I'll do better too. Look forward to playing with you",0,1,1,1,0,0,0,0,0,0,1,0,0
170929_1253,1,8,1,0,1,10,,1,0,60,6,8,,21,1,10,7,"Hello! if you choose in, I promise to roll every time!! I want us both to make money from this SOM study :) Happy Friday!!","Hello! if you choose in, I promise to roll every time. i want us to both make money at SOM today!!! Happy Friday :)",0,1,1,1,0,0,0,0,0,0,1,0,0
170929_1253,1,10,1,0,1,10,,1,1,30,3,10,35,18,1,10,6,"To me, the difference of $30-42 is not worth screwing you over, so in each decision I will choose ROLL and hope that we both get money.  It's up to you whether you would like to gamble and get $15 or $36.  5/6 chance, your choice.","To me, the difference between $30-42 is not worth screwing you over.  I will choose ROLL each of the 10 times.  It is up to you whether or not you want to gamble for $36.  5/6, your choice.",0,1,1,0,1,0,0,0,0,0,1,0,0
170929_1253,1,12,1,0,1,0,,1,1,54,7,0,65,20,1,10,10,It's important that I maintain your trust so that we both get more money so I guarantee that I will click roll and I hope you that you will choose In. ,It is important to maintain your trust throughout this task so I guarantee that I will choose roll and I hope that you will choose In.,0,1,1,1,0,0,0,0,0,0,1,0,0
170929_1253,1,14,1,0,1,10,,1,1,100,10,8,82,22,1,10,4,"a singer in a smoky room, the smell of wine and cheap perfume","a singer in a smoky room, the smell of wine and cheap perfume",0,0,0,0,0,0,0,0,0,0,1,0,0
170929_1253,1,16,1,0,1,10,,1,1,90,10,10,93,18,1,10,8,Hi! I will roll every time.,Hi! I will roll every time.,0,1,1,0,0,0,0,0,0,0,1,0,0
171006_1126,1,2,1,0,1,0,,1,1,23,2,1,0,26,0,7,5,"I commit to choosing to ROLL in each chance. So, if you decide to choose IN, with a very high probability, we maximise our payoffs.","I commit to choosing ROLL every time. In this way, if you choose IN, we can maximise our mutual payoffs.",0,1,1,1,0,0,0,0,0,0,1,0,0
171006_1126,1,4,1,0,1,10,,1,1,82,8,9,40,21,1,7,8,"Hi, I'm going to play ROLL every time so we both get 30 dollars or more!","Hi, I'm going to choose ROLL every time so we both get 30 dollars or more!",0,1,1,1,0,0,0,0,0,0,1,0,0
171006_1126,1,6,1,0,1,10,,1,0,22,3,4,,55,1,5,7,Lets go,Let's go.,0,0,0,0,0,0,0,0,0,0,1,0,0
171006_1126,1,8,1,0,1,9,,1,1,51,6,7,28,18,1,10,7,I am going to roll. ,I am going to roll.,0,1,1,0,0,0,0,0,0,0,1,0,0
171006_1126,1,10,1,0,1,0,,1,1,30,,,72,21,0,10,5,"Hi, it's in both of our best interets' if I roll and you go in. That way, we are both almost certainly guaranteed $30+ dollars. It's unlikely that I'll roll 1 and that will be the decision chosen. You'll have well over an 80% chance of making $36.","Hi, it's in both of our best interests' if you go in and I roll. We're both pretty much guaranteed $30+ dollars. There's over an 80% chance that you'll get $36!",0,1,1,1,0,0,0,0,0,0,1,0,0
171006_1126,1,12,1,0,1,10,,1,1,85,9,10,74,27,1,11,6,I will always choose to ROLL if you choose IN,I will choose to ROLL if you choose IN,0,1,1,0,0,0,0,0,0,0,1,0,0
171006_1126,1,14,1,0,1,0,,1,1,15,1,2,15,21,1,11,5,"Good luck! Since I'm not gong to be able to see your decisions, I guess I'll try to make decisions that will give the best outcome.","Good luck! Since I don't think I'll be able to see your decisions before I make mine, I guess I'll just make my decisions to achieve the best outcome.",0,0,0,0,0,0,0,0,0,0,1,0,0
171006_1126,1,16,1,0,1,0,,1,1,12,,1,20,19,0,9,5,,,0,0,0,0,0,0,0,0,0,0,1,0,0
141110_1315,0,3,1,1,0,,10,1,1,66,,,41,21,0,11,7,,,,0,0,0,0,1,0,0,0,0,0,1,0
