"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","departamento","escalafon","antiguedad","educacion","genero","genero_4_TEXT","directivo","academia","razones","politicas","experiencia","reduccion_carga","consultorias_general","oportunidades","informacion","tiempo","tiempo_influencia","compensacion","overhead_influencia","gestion_propuestas","gestion","burocracia","carga_influencia","escalafon_influencia","overhead","overhead_impacto","overhead_calculo","creencia_bonificacio","creencia_tiempo","creencia_overhead","oportunidades_numero","participacion","limite_bonificacion","limite_bonificacion_4_TEXT","ranqueo_1","ranqueo_2","ranqueo_3","ranqueo_4","ranqueo_5","ranqueo_6","aceptable_segundo","aceptable","kw_1","kw_2","kw_3","kw_4","random_number","treatment"
"2025-02-20 16:51:09","2025-02-20 17:03:10","IP Address","186.31.98.40","100","721","True","2025-02-20 17:03:11","R_9gMy1SVDcuWSenx","NA","616","NA","NA","4.6457","-74.0901","gl","EN","Departamento de Desarrollo Rural y Regional","Profesor asistente - Escala 3","8","Doctorado o equivalente","Masculino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","Por lo dispendioso de activar iniciativas de consultoría a través de la PUJ; en especial en los espacios presupuestales.","Pienso que podrían darse estímulos económicos y de tiempo para la gestión de iniciativas independientemente de que salgan o no. Ello coloca al equipo involucrado en una aptitud proactiva frente al desarrollo y lleva a feliz término de las propuestas.","Solamente he realizado consultorías de manera independiente","Estoy de acuerdo parcialmente. Debe haber una carga docente mínima y a partir de ésta generar estímulos para su desarrollo.","12","Hay muchas oportunidades","Poco clara","El tiempo ha sido insuficiente la mayoría de las veces","Influye bastante","Suficientes","Mucho","Mucho","Mucho","Mucho","Algo","Mucho","Impacto alto","Impacto muy alto","Poco clara","100000","6","20","4","2","Por hora de trabajo, el profesor no puede recibir por consultorías más que el pago por hora que recibiría dictando un curso de Educación Continua.","NA","55","5","30","8","2","0","Neutro","Neutro","NA","NA","NA","NA","10","NA"
"2025-02-20 16:58:20","2025-02-20 17:24:48","IP Address","200.3.152.21","100","1587","True","2025-02-20 17:24:48","R_1CWziHC9V14O0X1","NA","602","NA","NA","4.6313","-74.0344","gl","EN","Departamento de Enfermería Clínica","Profesor instructor - Escala 2","6","Maestría o equivalente","Femenino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","Considero que se debe brindar mayor información a los profesores sobre las consultorias, las metodologías que existen y las opciones de participación.

Creo que también es necesario construir un portafolio de consultorias, ya que hay profesores que tienen experticias partículares que pueden ser ofertadas a través de la consultoria.

Dar a conocer al público esta oferta de servicios y a Instituciones específicas, en nuestro caso en el campo de la salud.","Creo que la participación en consultorias podría estar contemplada como un punto para el ascenso en la escala profesoral.","He realizado consultorías tanto a través de la PUJ como de manera independiente","Considero que puede ser una opción viable, sin embargo se deben tener en cuenta aspectos como el tiempo de la consultoria y la forma de remuneración que va a recibir el profesor.","4","No hay oportunidades","Regular","No sé / no tengo información para responder esta pregunta","Influye bastante","Suficientes","No sé / no tengo información suficiente","Bastante","Bastante","Bastante","Bastante","Bastante","No sé / no aplica","No sé / no aplica","No sé / no aplica","80000","5","70","0","NA","En un año calendario, el profesor no puede recibir por consultorías más que su salario como profesor de planta.","NA","15","30","10","5","15","25","Inaceptable","Inaceptable","NA","NA","NA","NA","4","<p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;"">¿Cuál es el colmo de los Javerianos?<br>
Termina la encuesta y descubre la respuesta.</p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p>"
"2025-02-20 15:51:41","2025-02-20 17:49:41","IP Address","200.3.152.79","100","7080","True","2025-02-20 17:49:42","R_7maZHiwjmDC1ASb","NA","565","NA","NA","4.6313","-74.0344","gl","EN","Departamento de Formación","Profesor asistente - Escala 2","17","Maestría o equivalente","Femenino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","No","Porque la mayoría de ellas requieren de tiempo completo en el desarrollo de la consultoría y las facultades no están dispuestas a tener un profesor de planta con esa dedicación en una consultoría","Tiempo para el desarrollo de la consultoría por parte de profesores de la Universidad
Recursos financieros para las facultades o unidades a las cuales pertenezca el profesor
Vinculación oportuna de egresados a los proyectos
Manejo eficiente y oportuno de los recursos, la universidad tiene procedimientos y avales muy dispendiosos para la compra de algunos productos. Una de las más lentas es la Dirección de Tecnologías, que se toma una cantidad de tiempo para aprobar compras tecnológicas y a veces ni las aprueban, no siendo insumos para la Universidad sino para el desarrollo de las consultorias","He realizado consultorías solamente a través de la PUJ","Es fundamental y necesaria, de otro modo los profesores no se animan, pues muchas de las consultorías tienen demandas de tiempo altas.","2","Hay pocas oportunidades","Poco clara","El tiempo ha sido insuficiente la mayoría de las veces","Influye mucho","Neutral","Bastante","Bastante","Bastante","Mucho","Mucho","Mucho","Impacto muy alto","Impacto muy alto","Neutral","100000","20","20","5","0","No hay límite máximo","NA","30","20","30","5","10","5","NA","NA","Ni apropiado ni inapropiado","Algo apropiado socialmente","Ni apropiado ni inapropiado","Ni apropiado ni inapropiado","6","NA"
"2025-02-20 14:07:55","2025-02-20 19:13:38","IP Address","200.3.152.47","100","18342","True","2025-02-20 19:13:38","R_60u9XInjek6lfj0","NA","448","NA","NA","4.6313","-74.0344","gl","EN","Departamento de Ciencias Contables","Profesor asistente - Escala 3","22","Doctorado o equivalente","Femenino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","NA","NA","He realizado consultorías tanto a través de la PUJ como de manera independiente","NA","8","Hay pocas oportunidades","Nada clara","El tiempo ha sido insuficiente la mayoría de las veces","Influye bastante","Neutral","Bastante","Algo","Bastante","Mucho","Algo","Algo","Impacto alto","Impacto alto","Neutral","NA","NA","NA","NA","NA","NA","NA","60","15","20","0","5","0","NA","NA","NA","NA","NA","NA","7","NA"
"2025-02-20 20:16:58","2025-02-20 20:30:45","IP Address","186.29.166.226","100","827","True","2025-02-20 20:30:46","R_6k6yFxVFbfXBGW7","NA","17","NA","NA","4.6633","-74.0413","gl","EN","Departamento de Arquitectura","Profesor asistente - Escala 1","7","Maestría o equivalente","Femenino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","Por diferentes razones, la primera es la excesiva burocracia para poder pasar propuestas rápidas, innovadoras y atractivas económicamente cuando llegan a la universidad. En segunda medida, hay un desgaste con respecto a las consultorías, y muchas veces  se tarda más el proceso administrativo que la construcción de la propuesta técnica. En tercer lugar, los profesores desconocen las tarifas y topes que pueden ganar a través de las consultorías. En cualquier lugar los planes de trabajo de los profesores están excesivamente sobrepasado en horas de docencia, lo que imposibilita muchas veces su participación en proyectos.","Nombrar a una persona por facultad que sea el interlocutor y tenga todas las habilidades y experiencia para poder sacar estos trámites administrativos y burocráticos es mucho más rápido. Se debería dar rangos específicos de bonificación a profesores que aporten considerablemente a las consultorías en la universidad. Deberíamos tener muchísimas más consultorías a nivel Latinoamérica e internacional, y aprovechar todo el know How y la Red de contactos que tenemos como universidad.","Solamente he realizado consultorías de manera independiente","Confío en que hay algunos perfiles que podrían estar asumiendo posiciones de consultoría mucho más fructíferas, no considero que todos los profesores de planta deben tener esta compensación, bien sea por experiencia trayectoria, o porque incluso no les interesa. Más sin embargo muchos otros sí, los apoyaría completamente (siempre y cuando no haya descompensación en el presupuesto otorgado para cada año)","10","Hay escasas oportunidades","Nada clara","El tiempo ha sido insuficiente la mayoría de las veces","Influye bastante","Insuficientes","Bastante","Poco","Poco","Mucho","Bastante","Mucho","Impacto moderado","Impacto alto","Poco clara","350000","6","35","10","2","En un año, el profesor no puede recibir por consultorías, más que el X% de su salario. Por favor escriba el valor de X:","50","40","10","20","20","5","5","NA","NA","Ni apropiado ni inapropiado","Algo inapropiado socialmente","Muy inapropiado socialmente","Muy inapropiado socialmente","2","<p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;"">¿Cuál es el colmo de los Javerianos?<br>
Termina la encuesta y descubre la respuesta.</p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p>"
"2025-02-21 03:01:04","2025-02-21 03:11:04","IP Address","186.31.121.49","100","599","True","2025-02-21 03:11:04","R_5WbHQDIJ9JiZJLz","NA","1001","NA","NA","4.6633","-74.0413","gl","EN","Instituto de Genética Humana","Profesor titular - Escala 2","32","Doctorado o equivalente","Masculino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","Desconocimiento, falta de información sobre posibilidades, limitaciones de tiempo","Brindar apoyo en la búsqueda de posibles propuestas, tener personal disponible para el apoyo de los términos de referencia y procedimientos que generalmente son largos y engorrosos","He realizado consultorías tanto a través de la PUJ como de manera independiente","Desde hace 2 semestres les estoy proponiendo a los profesores dedicar tiempo a propuestas de innovación o consultorías","10","Hay escasas oportunidades","Regular","No sé / no tengo información para responder esta pregunta","Nunca he recibido oportunidades de consultoría con fecha límite de presentación","Neutral","Mucho","Algo","Algo","Bastante","Bastante","Mucho","Impacto muy alto","Impacto muy alto","Poco clara","200000","2","20","1","1","En un año calendario, el profesor no puede recibir por consultorías más que su salario como profesor de planta.","NA","30","10","30","10","10","10","NA","NA","Ni apropiado ni inapropiado","Ni apropiado ni inapropiado","Algo apropiado socialmente","Ni apropiado ni inapropiado","2","<p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;"">¿Cuál es el colmo de los Javerianos?<br>
Termina la encuesta y descubre la respuesta.</p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p>"
"2025-02-21 08:09:54","2025-02-21 08:21:57","IP Address","200.3.152.21","100","723","True","2025-02-21 08:21:58","R_6XzJPPUGe9G4XEl","NA","823","NA","NA","4.6313","-74.0344","gl","EN","Departamento de Epidemiología Clínica","Profesor titular - Escala 1","9","Doctorado o equivalente","Femenino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","Porque tenemos nuestro plan de trabajo sobrecargado y, por mucho que pagan, no hay horas en el día para hacerlo- hay que primero cumplir con lo esencial del quéhacer como profesor e investigador PUJ.","Mirar cómo se hace parte del plan de trabajo (sin renumeración extra o algo pequeño) pero tampoco sin que implica trabajar los fines de semana para esto.","He realizado consultorías solamente a través de la PUJ","Me parece bien, siempre y cuando es considerado parte del plan de trabajo de los docentes y entonces no implica ni pagos extras ni horas extras.","3","Hay oportunidades suficientes","Regular","El tiempo ha sido insuficiente la mayoría de las veces","Influye mucho","Neutral","No sé / no tengo información suficiente","No sé / no aplica","No sé / no aplica","Algo","Mucho","Nada","No sé / no aplica","Impacto bajo","Neutral","400000","1","30","1","0","En un año, el profesor no puede recibir por consultorías, más que el X% de su salario. Por favor escriba el valor de X:","50","25","25","0","0","50","0","Neutro","Neutro","NA","NA","NA","NA","5","<p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;"">¿Cuál es el colmo de los Javerianos?<br>
Termina la encuesta y descubre la respuesta.</p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p>"
"2025-02-21 08:53:10","2025-02-21 09:16:46","IP Address","186.86.110.175","100","1416","True","2025-02-21 09:16:46","R_6rNZu54ubYam8Br","NA","765","NA","NA","4.6544","-74.1187","gl","EN","Departamento de Ingeniería Electrónica","Profesor asistente - Escala 3","5","Doctorado o equivalente","Masculino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","Percepción de altos costos, junto con el interés y la disponibilidad de tiempo de los profesores.","Fomentar la socialización interna sobre la búsqueda de oportunidades de consultoría y los mecanismos de gestión para su aplicación.","He realizado consultorías tanto a través de la PUJ como de manera independiente","Debe considerarse seriamente, ya que una consultoría demanda mucho tiempo. Las horas destinadas a la recuperación del salario deberían permitir la contratación de un profesor para reducir la carga laboral del docente.","5","Hay pocas oportunidades","Clara","El tiempo ha sido insuficiente la mayoría de las veces","Influye mucho","Neutral","Algo","Algo","Algo","Bastante","Mucho","Bastante","Impacto alto","Impacto alto","Neutral","300000","6","NA","2","9","No hay límite máximo","NA","10","10","10","10","50","10","Neutro","Neutro","NA","NA","NA","NA","10","NA"
"2025-02-21 09:34:19","2025-02-21 09:57:19","IP Address","190.61.45.230","100","1379","True","2025-02-21 09:57:20","R_5jYUZ8ztkZYgPHX","NA","120","NA","NA","4.9171","-74.0255","gl","EN","Departamento de Música","Profesor asistente - Escala 3","20","Doctorado o equivalente","Masculino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","Primordialmente por los costos. No somos competitivos (al menos en el área de música) con lo ofrecido por otras instituciones. Por otro lado, está el problema de la carga laboral, que ha venido aumentando en docencia para compensar las limitaciones en la cátedra.","Incentivos en el escalafonamiento profesoral.
Claridad en la descarga de horas o en que se haga el pago a través de bonificación u honorarios.","He realizado consultorías tanto a través de la PUJ como de manera independiente","Soy director de programa, no de Departamento, pero - conociendo un poco las dinámicas y la coyuntura actual - creería que el reto está en cómo compensar las horas de carga docente que se descargan, al mismo tiempo que hay instrucciones de limitar la hora cátedra.","2","Hay pocas oportunidades","Nada clara","El tiempo ha sido suficiente aproximadamente la mitad de las veces","Influye bastante","No sé / no tengo información suficiente","No sé / no tengo información suficiente","Bastante","Bastante","Mucho","Bastante","Mucho","No sé / no aplica","No sé / no aplica","No sé / no aplica","120000","2","NA","0.2","1","Por hora de trabajo, el profesor no puede recibir por consultorías más que el pago por hora que recibiría dictando un curso de Educación Continua.","NA","20","30","4","25","20","1","Aceptable","Aceptable","NA","NA","NA","NA","6","NA"
"2025-02-21 08:04:31","2025-02-21 10:02:09","IP Address","186.84.88.160","100","7057","True","2025-02-21 10:02:11","R_3eEHe97ZwvOQZHJ","NA","1213","NA","NA","4.6011","-74.0345","gl","EN","Departamento de Psicología","Profesor asociado - Escala 1","18","Doctorado o equivalente","Masculino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","1. Por su alta carga de docencia (60% o más del tiempo contratado para profesores de tiempo completo sin investigación) y de tareas administrativas (asistencia a jornadas internas, jornadas de admisiones, capacitaciones de la Universidad). 
2. Por su falta de competencia en el sector profesional (muchos solamente han trabajado en docencia)","1. Programas y recursos de formación y mentoría
2. Automatización del match entre experiencias y temas de los profesores/as con las solicitudes de consultoría, usando IA
3. Descargas del trabajo administrativo y de docencia (por ejemplo exámenes)","He realizado consultorías tanto a través de la PUJ como de manera independiente","Lamentablemente la universidad no deja de verse como un centro dedicado a la docencia e insiste muchísimo en que esa es la prioridad. Cuando descargamos tiempos, generalmente no nos permiten tampoco contratar más cátedra que los supla, así que soy escéptico de que esto se logre, pero en principio es un asunto de economía simple: si tienes más tiempo para consultorías, tienes que tener menos tiempo para docencia.","4","Hay oportunidades suficientes","Poco clara","El tiempo ha sido insuficiente la mayoría de las veces","Influye mucho","Suficientes","Algo","Bastante","Bastante","Mucho","Bastante","Algo","Impacto moderado","Impacto alto","Poco clara","160000","2","15","3","2","En un año calendario, el profesor no puede recibir por consultorías más que su salario como profesor de planta.","NA","5","5","5","5","70","10","NA","NA","Algo apropiado socialmente","Algo apropiado socialmente","Algo apropiado socialmente","Algo inapropiado socialmente","2","<p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;"">¿Cuál es el colmo de los Javerianos?<br>
Termina la encuesta y descubre la respuesta.</p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p>"
"2025-02-21 08:57:03","2025-02-21 10:10:04","IP Address","186.144.93.128","100","4381","True","2025-02-21 10:10:05","R_74jVrcJmPmec04p","NA","584","NA","NA","4.6351","-74.0704","gl","EN","Departamento de Formación","Profesor asistente - Escala 3","17","Doctorado o equivalente","Femenino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","No","Disponibilidad de tiempo - dinámicas del departamento a través de las cuáles se decide qué profesores participan","incluir algo de descarga de tiempo en el plan de trabajo adicional al pago extra por el trabajo en la consultoría","He realizado consultorías tanto a través de la PUJ como de manera independiente","NA","5","Hay oportunidades suficientes","Regular","El tiempo ha sido insuficiente la mayoría de las veces","Influye mucho","Neutral","No sé / no tengo información suficiente","Algo","Poco","Algo","Bastante","Bastante","No sé / no aplica","No sé / no aplica","No sé / no aplica","0","2","0","2","1","No hay límite máximo","NA","10","10","5","30","30","15","Inaceptable","Inaceptable","NA","NA","NA","NA","4","<p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;"">¿Cuál es el colmo de los Javerianos?<br>
Termina la encuesta y descubre la respuesta.</p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p>"
"2025-02-20 14:08:45","2025-02-21 10:25:49","IP Address","200.3.152.31","100","73023","True","2025-02-21 10:25:49","R_3BVd2hpm7ZbhZOV","NA","373","NA","NA","4.6313","-74.0344","gl","EN","Departamento de Estudios del Lenguaje","Profesor asistente - Escala 3","9","Doctorado o equivalente","Masculino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","La pregunta no informa suficientemente del número de participantes y parte de una postura negativa. Desconozco que si la participación es baja.","Recaudar información acerca de los quehaceres del profesorado y preguntar por las preferencias sobre si quieren hacer consultoría en razón de que dichos quehaceres conciernen temas de interés para el sector externo.","Solamente he realizado consultorías de manera independiente","Es una posibilidad que habría que establecer para cada caso. Porque, si bien puede ser interpretado como incentivo, en algunos casos podría entorpecer otras funciones esenciales de las Unidades académicas","2","Hay oportunidades suficientes","Regular","No sé / no tengo información para responder esta pregunta","Influye bastante","Neutral","Mucho","Bastante","Bastante","Bastante","Bastante","Bastante","No sé / no aplica","Impacto muy alto","Neutral","200000","8","35","0","NA","Por hora de trabajo, el profesor no puede recibir por consultorías más que el pago por hora que le correspondería por hora cátedra.","NA","50","10","20","5","15","0","NA","NA","Ni apropiado ni inapropiado","Algo apropiado socialmente","Ni apropiado ni inapropiado","Algo inapropiado socialmente","1","<p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;"">¿Cuál es el colmo de los Javerianos?<br>
Termina la encuesta y descubre la respuesta.</p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p>"
"2025-02-21 11:33:54","2025-02-21 11:41:32","IP Address","200.3.152.21","100","457","True","2025-02-21 11:41:32","R_3BXAIsyq84P8bZL","NA","992","NA","NA","4.6313","-74.0344","gl","EN","Departamento de Medicina Interna","Profesor asistente - Escala 3","5","Maestría o equivalente","Masculino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","desconocimiento de acceso a las ofertas","divulgación de experiencias previas exitosas y no exitosas
convocatorias dirigidas","Nunca he realizado consultorías","La carga asistencial es muy alta","NA","Hay pocas oportunidades","Poco clara","No sé / no tengo información para responder esta pregunta","Nunca he recibido oportunidades de consultoría con fecha límite de presentación","No sé / no tengo información suficiente","No sé / no tengo información suficiente","Mucho","Mucho","No sé / no aplica","Mucho","No sé / no aplica","No sé / no aplica","Sin impacto","No sé / no aplica","300","6","20","0","NA","No hay límite máximo","NA","0","50","0","0","40","10","Neutro","Neutro","NA","NA","NA","NA","9","NA"
"2025-02-21 11:33:43","2025-02-21 11:53:30","IP Address","200.3.152.36","100","1186","True","2025-02-21 11:53:31","R_5g6JFwMD1iI0acp","NA","93","NA","NA","4.6313","-74.0344","gl","EN","Departamento de Música","Profesor asistente - Escala 3","15","Doctorado o equivalente","Masculino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","La pregunta me hace asumir que no hay suficiente participación de los profesores en consultorías, cosa que no sabía. Creería que es una práctica ajena a muchos de los profesores, por lo tanto, estamos mucho más capacitados a ejercer la docencia y la investigación.","- Acompañamiento por parte de la universidad en la búsqueda de consultorías.
- Estímulos económicos para los profesores.
- Cobros competitivos a las organizaciones que solicitan las consultorías. Creo que el margen de ganancia puede ser alto en comparación a otras instituciones, lo cual nos deja por fuera del concurso.","Nunca he realizado consultorías","Puede funcionar. Sin embargo, creo que los profesores preferirían ingresos adicionales.","NA","No sé / no tengo información suficiente","No sé / Nunca he realizado una consultoría","No sé / no tengo información para responder esta pregunta","Nunca he recibido oportunidades de consultoría con fecha límite de presentación","No sé / no tengo información suficiente","No sé / no tengo información suficiente","Bastante","Bastante","Mucho","Mucho","Mucho","Impacto alto","No sé / no aplica","No sé / no aplica","400000","10","10","0","NA","No hay límite máximo","NA","15","20","30","25","10","0","NA","NA","Ni apropiado ni inapropiado","Algo apropiado socialmente","Ni apropiado ni inapropiado","Ni apropiado ni inapropiado","10","NA"
"2025-02-21 11:36:18","2025-02-21 12:00:40","IP Address","200.3.154.203","100","1461","True","2025-02-21 12:00:41","R_5Hubvz7jBPxJDpP","NA","705","NA","NA","4.6313","-74.0344","gl","EN","Departamento de Ingeniería de Sistemas","Profesor asociado - Escala 1","7","Doctorado o equivalente","Masculino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","No","Por falta de tiempo. Por lo menos en mi facultad, el foco es 100% (y cada vez más) en docencia y trabajo administrativo de bajo nivel por falta de apoyo administrativo específico. No hay tiempo para nada más que para funcionar. En adición, la conexión y la comunicación con la dirección de consultoría--sobretodo en lo relacionado con identificación de oportunidades--es nula.","Que los planes de trabajo tome en cuenta el tiempo para identificar y perseguir oportunidades así no den frutos. Esto no es simplemente ponerlo en el plan de trabajo, sino tener descarga de horas de docencia. Para que esto funcione, debe haber flujo de recursos de la dirección de consultoría a las unidades académicas para compensar esta reducción en horas de docencia y financiar la contratación de profesores de cátedra que reemplacen a los profesores de planta que hagan este trabajo","He realizado consultorías tanto a través de la PUJ como de manera independiente","No soy director de departamento (pero sí de posgrado). Siempre y cuando lleguen los recursos para más horas de profesor de cátedra, lo veo viable. El resto es liberarle horas a unos profesores para sobrecarga a otros","4","Hay pocas oportunidades","Nada clara","El tiempo ha sido insuficiente la mayoría de las veces","Influye bastante","Suficientes","Nada","Bastante","Algo","Mucho","Mucho","Poco","Impacto bajo","Impacto alto","Nada clara","300000","3","20","0","NA","No hay límite máximo","NA","0","30","0","0","50","20","Totalmente aceptable","Totalmente aceptable","NA","NA","NA","NA","8","NA"
"2025-02-21 11:51:43","2025-02-21 12:05:28","IP Address","200.3.152.22","100","824","True","2025-02-21 12:05:30","R_5Wvol8qeUilGSFb","NA","1225","NA","NA","4.6313","-74.0344","gl","EN","Departamento de Teología","Profesor titular - Escala 1","14","Doctorado o equivalente","Masculino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","dos factores: la acumulación de actividades en el plan de trabajo y la variación de la condiciones y estilos de las consultorías, es un asunto volátil.","1. Conocer las dinámicas, contenidos y productos de las consultorías
2. Definir los ámbitos para estar en lugares y empresas pertinentes","Solamente he realizado consultorías de manera independiente","La propuesta es buena, pero dada la actual condición de la Universidad, en la práctica real será muy difícil reducir la labor docente. Es un asunto institucional.","6","Hay oportunidades suficientes","Clara","El tiempo ha sido suficiente aproximadamente la mitad de las veces","Influye bastante","Suficientes","Mucho","Bastante","Bastante","Bastante","Bastante","Algo","Impacto alto","Impacto alto","Clara","250","8","10","4","2","No hay límite máximo","NA","20","20","10","10","30","10","NA","NA","Algo inapropiado socialmente","Algo apropiado socialmente","Muy apropiado socialmente","Ni apropiado ni inapropiado","8","NA"
"2025-02-21 11:01:05","2025-02-21 15:07:19","IP Address","200.3.152.86","100","14773","True","2025-02-21 15:07:20","R_1M40KXMuOBs7x9S","NA","738","NA","NA","4.6313","-74.0344","gl","EN","Departamento de Ingeniería de Sistemas","Profesor asociado - Escala 1","16","Doctorado o equivalente","Masculino","NA","Director(a) de unidad académica (departamento, carrera, posgrados, instituto)","Sí","Por falta de tiempo","Contar con convenios empresariales para hacer proyectos de consultoría de largo plazo para planear con tiempo la participación","He realizado consultorías tanto a través de la PUJ como de manera independiente","NA","4","Hay pocas oportunidades","Regular","El tiempo ha sido insuficiente la mayoría de las veces","Influye bastante","Neutral","Algo","Algo","Algo","Bastante","Mucho","Mucho","Impacto alto","Impacto alto","Clara","800000","6","20","1","1","No hay límite máximo","NA","30","20","18","12","12","8","NA","NA","Ni apropiado ni inapropiado","Muy apropiado socialmente","Ni apropiado ni inapropiado","Ni apropiado ni inapropiado","1","<p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;"">¿Cuál es el colmo de los Javerianos?<br>
Termina la encuesta y descubre la respuesta.</p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p><p style=""color: black; font-weight: bold; font-style: italic; text-align: right; font-size: 8pt; margin: 0; line-height: 1;""><br></p>"
