"session","period","group","game","global_group","coordinate","coordinate_safe","coordinate_efficient","coordinate_other","any_suggestion","suggest_safe","suggest_efficient","last_suggest_efficient","agree_proposal","discuss_coordinate","discuss_fairness","discuss_efficient","discuss_rules","discuss_howtoplay","explanation","ask_game","receive_report","truthful","falsehood","contradict","disagreement","neither_report","message","subject","type"
29,6,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.33333334,0.5,0,0.33333334,0,0,0,0,0,0,0,1,"di fila jaja",6,2
29,6,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.33333334,0.5,0,0.33333334,0,0,0,0,0,0,0,1,"bua no se",16,1
29,6,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.33333334,0.5,0,0.33333334,0,0,0,0,0,0,0,1,"columna?",16,1
29,6,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.33333334,0.5,0,0.33333334,0,0,0,0,0,0,0,1,"c3 f3?",6,2
29,6,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.33333334,0.5,0,0.33333334,0,0,0,0,0,0,0,1,"otra vez xd",6,2
29,6,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.33333334,0.5,0,0.33333334,0,0,0,0,0,0,0,1,"vale",16,1
29,6,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.33333334,0.5,0,0.33333334,0,0,0,0,0,0,0,1,"aunque a la siguiente hay que quitarle al A",16,1
29,7,1,5,2901,0,0,0,0,1,1,0,0,0,0,0.66666669,0,0,0,0.66666669,0,0,0,0,0,0,1,"le vamos a quitar a A?",16,1
29,7,1,5,2901,0,0,0,0,1,1,0,0,0,0,0.66666669,0,0,0,0.66666669,0,0,0,0,0,0,1,"si le quitamos a A",6,2
29,7,1,5,2901,0,0,0,0,1,1,0,0,0,0,0.66666669,0,0,0,0.66666669,0,0,0,0,0,0,1,"tambien perdemos nosotros jajaj",6,2
29,7,1,5,2901,0,0,0,0,1,1,0,0,0,0,0.66666669,0,0,0,0.66666669,0,0,0,0,0,0,1,"ya..",16,1
29,7,1,5,2901,0,0,0,0,1,1,0,0,0,0,0.66666669,0,0,0,0.66666669,0,0,0,0,0,0,1,"que ponemos?",16,1
29,7,1,5,2901,0,0,0,0,1,1,0,0,0,0,0.66666669,0,0,0,0.66666669,0,0,0,0,0,0,1,"c2 f2 o c3 f3?",6,2
29,7,1,5,2901,0,0,0,0,1,1,0,0,0,0,0.66666669,0,0,0,0.66666669,0,0,0,0,0,0,1,"y xq no c4, f4?",16,1
29,7,1,5,2901,0,0,0,0,1,1,0,0,0,0,0.66666669,0,0,0,0.66666669,0,0,0,0,0,0,1,"c3f3",6,2
29,7,1,5,2901,0,0,0,0,1,1,0,0,0,0,0.66666669,0,0,0,0.66666669,0,0,0,0,0,0,1,"se acaba ek tiempo xd",6,2
29,8,1,2,2901,1,0,1,0,1,1,1,0.5,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"c2 f2?",6,2
29,8,1,2,2901,1,0,1,0,1,1,1,0.5,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"que antes he ganado menos que tu jajaj",6,2
29,8,1,2,2901,1,0,1,0,1,1,1,0.5,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"como?",16,1
29,8,1,2,2901,1,0,1,0,1,1,1,0.5,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"c3 f2?",16,1
29,8,1,2,2901,1,0,1,0,1,1,1,0.5,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"antes yo he ganado 18 y tu 29",6,2
29,8,1,2,2901,1,0,1,0,1,1,1,0.5,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"f2 c2 ganamos mas que c3 f2",6,2
29,8,1,2,2901,1,0,1,0,1,1,1,0.5,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"vale",16,1
29,8,1,2,2901,1,0,1,0,1,1,1,0.5,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"f2 c2 entonces? jajaj",6,2
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"la ultima xd",6,2
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"pff",16,1
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"que hacemos",16,1
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"c3 f3? ni para ti ni para mi xd",6,2
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"o que propones?",6,2
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"c3 f4 jajaja",16,1
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"que yo llevo menos",16,1
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"no tio",6,2
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"o tia xd",6,2
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"llevo yo menos",6,2
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"en total?",16,1
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"yo creo que no",16,1
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"yo diria que si",6,2
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"que tu antes has ganado 15 mas que yo",16,1
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"va c3 f3",6,2
29,9,1,2,2901,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33333334,0,0,0,0,0,0,0,1,"y al principio tambien",16,1
29,10,1,4,2901,1,1,0,0,1,1,0,0,1,0.33333334,0.66666669,0,0,0.33333334,0,0,0,0,0,0,0,1,"hola",6,2
29,10,1,4,2901,1,1,0,0,1,1,0,0,1,0.33333334,0.66666669,0,0,0.33333334,0,0,0,0,0,0,0,1,"hola",16,1
29,10,1,4,2901,1,1,0,0,1,1,0,0,1,0.33333334,0.66666669,0,0,0.33333334,0,0,0,0,0,0,0,1,"c3 f3?",16,1
29,10,1,4,2901,1,1,0,0,1,1,0,0,1,0.33333334,0.66666669,0,0,0.33333334,0,0,0,0,0,0,0,1,"bien",6,2
29,10,1,4,2901,1,1,0,0,1,1,0,0,1,0.33333334,0.66666669,0,0,0.33333334,0,0,0,0,0,0,0,1,"los hacemos de forma que ganemos siempre lo mismo nosotros?",16,1
29,10,1,4,2901,1,1,0,0,1,1,0,0,1,0.33333334,0.66666669,0,0,0.33333334,0,0,0,0,0,0,0,1,"me parece lo más sensato jajaja",6,2
29,10,1,4,2901,1,1,0,0,1,1,0,0,1,0.33333334,0.66666669,0,0,0.33333334,0,0,0,0,0,0,0,1,"Genial",16,1
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"un momento xd",6,2
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"que crees que tiene que hacer A?",16,1
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"dime",16,1
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"no se ni si existe xd",6,2
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"c2 f2?",6,2
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"yo pienso igual jajajajaj",16,1
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"no, asi tu ganas mas",16,1
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"tu ganas 3 menos y yo 11 más xd",6,2
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"A otra ronda lo arreglamos al reves",6,2
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"e igual ganamos mas jajaj",6,2
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"no se yo si fiarme..",16,1
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"que si que si jajaj",6,2
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"ok",16,1
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"lo que digas",6,2
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"ok?",6,2
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"mismo",16,1
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"va",6,2
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"pero luego quiero mi parte",16,1
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"jajaja",16,1
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"c2f2",6,2
29,11,1,2,2901,1,0,1,0,1,0,1,1,1,0,1,1,1,0.33333334,0.33333334,0,0,0,0,0,0,1,"si jajaj",6,2
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"mmmm",6,2
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"f5 c5?",16,1
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"no tio",6,2
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"yo ahi gano mucho menos",6,2
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"c4 f4",16,1
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"esta que son 40 hacemos c3 f3?",6,2
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"pero te juro que me acuerdo de lo tuyo para las siguientes jajaj",6,2
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"gano mas en c4 f4",16,1
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"ok",16,1
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"pero solo 3 mas",6,2
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"yo pierdo 11",6,2
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"sino, me lo tomare por mi cuenta",16,1
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"los que he ganado antes jaja",6,2
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"jajaja va",6,2
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"c3f3 ok?",6,2
29,12,1,3,2901,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0,0,0,0,0,1,"ok",16,1
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"hacemos una cosa",6,2
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"c3 y f3 ahora",6,2
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"cuando toque juego 5 c4 f4",6,2
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"si mas que nada porque el resto no me compresa",16,1
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"y recuperamos lo tuyo",6,2
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"compresa no jajaj compensa",16,1
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"AJAJAJJAA",6,2
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"ok",16,1
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"va pues 3",6,2
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"pero sino toca el 5 me lo pienso sobrar iguale n otro",16,1
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"jajajja",16,1
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"que lo sepas",16,1
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"vale jajaja",6,2
29,13,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"cobrar*",16,1
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"ui mira, el 5",16,1
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"jajajajajjajajajajjaja",16,1
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"jajaja",6,2
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"c3 f3 entonces",6,2
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"c4 f4 era",16,1
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"jajaja si",6,2
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"c4f4",6,2
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"valee",16,1
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"no me la trames ahora ¬¬",16,1
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"no no jajaja",6,2
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"soy de fiar",6,2
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"me lo creeré jajaja",16,1
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"ya veras",6,2
29,14,1,5,2901,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,":)",16,1
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"aqui si c3f3 es donde mas ganamos",16,1
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"c3 f3?",6,2
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"si",6,2
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"vamooooos",16,1
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"el juego 4 y 5 te pueden beneficiar",6,2
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"y el 1 y 2 a mí",6,2
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"si volvemos a repetir lo de antes xd",6,2
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"jajajaja",16,1
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"lo miraremos..",16,1
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"ok jaja",6,2
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"crees que vamos a sacar pasta?",16,1
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"pues en esta ronda contigo",6,2
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"algo mas que con quien me ha tocado en la anterior xd",6,2
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"como a mi..",16,1
29,15,1,3,2901,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.66666669,0,0,0,0,0,0,1,"que no nos coordinabamos para nada jajaja",6,2
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"mmmm",6,2
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"qué dices? jajaj",6,2
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"hacemos como antes",16,1
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"luego gano yo",16,1
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"f2 c2?",6,2
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"y la ultima hacemos tablas",16,1
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"te parece?",16,1
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"vale",6,2
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"f2 c2?",6,2
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"sip",16,1
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"confirmame jajaj",6,2
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"vale",6,2
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"asi me quedo tranquilo xd",6,2
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"confirmado",16,1
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"relax",16,1
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"respira",16,1
29,16,1,1,2901,1,0,0,1,1,0,0,0,1,0,0.66666669,1,0,0,0,0,0,0,0,0,0,1,"jajajajajajaja",6,2
29,17,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"ups",6,2
29,17,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"he aquí un dilema jajaj",6,2
29,17,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"hacemos lo que digas xd",6,2
29,17,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"pfffffffffffffffffffffffffffffffffffffffff",16,1
29,17,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"jajjaja",6,2
29,17,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"c3f3",16,1
29,17,1,1,2901,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0,0.33333334,0,0,0,0,0,0,1,"va",6,2
