"","session","period","group","game","global_group","Type","message","coordinate","coordinate_safe","coordinate_efficient","coordinate_other","any_suggestion","suggest_safe","suggest_efficient","last_suggest_efficient","agree_proposal","discuss_coordinate","discuss_fairness","discuss_efficient","discuss_rules","discuss_howtoplay","explanation","ask_game","receive_report","truthful","falsehood","contradict","disagreement","neither_report","Subject"
"27","29","1","1","4","2901","1","c3 f3?","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"28","29","1","1","4","2901","1","pero lo que quieras","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"29","29","1","1","4","2901","0","c2 f2","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","29","1","1","4","2901","1","me da igual","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"31","29","1","1","4","2901","2","vale va","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"32","29","1","1","4","2901","2","pues esa","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"33","29","1","1","4","2901","1","va","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"34","29","1","1","4","2901","2","que asi comenso un poco","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"35","29","1","1","4","2901","2","que en la ronda una tengo 8 puntos y 10","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"36","29","1","1","4","2901","1","valee","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"37","29","1","1","4","2901","2","que vais a escoger","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6"
"38","29","2","1","2","2901","1","HOLA","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"39","29","2","1","2","2901","2","hola","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6"
"40","29","2","1","2","2901","1","z","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"41","29","2","1","2","2901","1","Y TU?","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"42","29","2","1","2","2901","2","c2","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6"
"43","29","2","1","2","2901","2","bien?","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6"
"44","29","2","1","2","2901","1","perfecto","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"45","29","2","1","2","2901","2","hoola","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"46","29","2","1","2","2901","2","el bloque 1","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"47","29","2","1","2","2901","1","hola","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"48","29","2","1","2","2901","1","c1?","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"49","29","2","1","2","2901","1","c4f4","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"50","29","2","1","2","2901","2","entonces gano yo ahora 50?","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"51","29","2","1","2","2901","1","?","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"52","29","2","1","2","2901","2","correee","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"53","29","2","1","2","2901","1","la siguiente","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"54","29","2","1","2","2901","1","mira","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"55","29","2","1","2","2901","1","fijate","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"56","29","2","1","2","2901","2","yaa","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"57","29","2","1","2","2901","1","ahora si, ve a por el de 50","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"58","29","2","1","2","2901","2","peeerf","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"59","29","2","1","2","2901","1","se pensaban que habíamos hecho trampas jaja que susto tú","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"60","29","2","1","2","2901","2","que?","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"61","29","2","1","2","2901","2","eeeh","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"62","29","2","1","2","2901","2","ya lo he pillado","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"63","29","2","1","2","2901","1","jajaj que pasa?","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"64","29","2","1","2","2901","2","tenemos que coger el que sume 80 siempre","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"65","29","2","1","2","2901","2","o si no sale","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9"
"66","29","2","1","2","2901","1","quedan 7 rondas","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","12"
"67","29","2","1","2","2901","2","antes has ganado tu , ahora quiero ganar yo","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9"
"68","29","2","1","2","2901","1","no querias ganar?","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","12"
"69","29","2","1","2","2901","2","c3 y f3","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9"
"70","29","2","1","2","2901","1","f3 c3?","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","12"
"71","29","2","1","2","2901","0","perfecto","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"72","29","2","1","2","2901","1","esa esa","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"73","29","2","1","2","2901","2","asi asi juego en equipo","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"74","29","2","1","2","2901","2","buah te vas a forrar A","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"75","29","2","1","2","2901","2","vale va c3 f3 sui no hay mejor","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"76","29","2","1","2","2901","1","por eso","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","16"
"77","29","2","1","2","2901","0","cual","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"78","29","2","1","2","2901","2","por 3 puntos me da igual","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"79","29","2","1","2","2901","2","c4 c4","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"80","29","2","1","2","2901","0","c4 f4 entonces","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"81","29","2","1","2","2901","1","4 4","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","10"
"82","29","2","1","2","2901","1","columna 4 fila 4","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","10"
"83","29","2","1","2","2901","2","yo solo tengo tres filas","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6"
"84","29","2","1","2","2901","0","que juego vas a escoger?","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","21"
"85","29","2","1","2","2901","1","4","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","10"
"86","29","2","1","2","2901","1","el juego es el 4 por defecto","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","10"
"87","29","2","1","2","2901","0","vale","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","21"
"88","29","2","1","2","2901","1","la columna 4 y la fila 4 es el que mas nos beneficia","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","10"
"89","29","2","1","2","2901","0","que vais a marcar?","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","21"
"90","29","2","1","2","2901","1","el juego es el 2","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","10"
"91","29","3","1","5","2901","1","di tu primero","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"92","29","3","1","5","2901","2","c1","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","6"
"93","29","3","1","5","2901","1","f1","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"94","29","3","1","5","2901","2","vale bien","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","6"
"95","29","3","1","5","2901","1","mejor la f5","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"96","29","3","1","5","2901","2","ya estaba decidido jajaj","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","6"
"97","29","3","1","5","2901","2","si","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","2"
"98","29","3","1","5","2901","1","f3","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"99","29","3","1","5","2901","2","ganas mas con el f1","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","2"
"100","29","3","1","5","2901","1","c3-f2 esta bien","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"101","29","3","1","5","2901","2","uuuf","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","2"
"102","29","3","1","5","2901","2","que miedo","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","2"
"103","29","3","1","5","2901","2","jajajajja","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","2"
"104","29","3","1","5","2901","1","en el bloque c5","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"105","29","3","1","5","2901","2","ajajaja","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","2"
"106","29","3","1","5","2901","1","por?","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"107","29","3","1","5","2901","2","un poco tarde ya","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","2"
"108","29","3","1","5","2901","2","porque es la suma mas alta","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","2"
"109","29","3","1","5","2901","1","entonces que","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"110","29","3","1","5","2901","2","ahora ya no, no?","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","2"
"111","29","3","1","5","2901","1","me da uq eno","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"112","29","3","1","5","2901","1","iguales?","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"113","29","3","1","5","2901","2","okey , estamos deacuerdo","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","9"
"114","29","3","1","5","2901","1","menosmal :P","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","12"
"115","29","3","1","5","2901","2","c1","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","9"
"116","29","3","1","5","2901","1","f1","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","12"
"117","29","3","1","5","2901","1","mira tengo una teoria","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","12"
"118","29","3","1","5","2901","2","iluminame","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","9"
"119","29","3","1","5","2901","1","en el juego 1 f1 c1 ganas tu","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","12"
"120","29","3","1","5","2901","1","juego dos f2 c2 ganas mas tu","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","12"
"121","29","3","1","5","2901","2","jajaja","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","1"
"122","29","3","1","5","2901","2","BUENA","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","1"
"123","29","3","1","5","2901","0","bien jugada","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","26"
"124","29","3","1","5","2901","1","vamos","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"125","29","3","1","5","2901","0","sigamos","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","26"
"126","29","3","1","5","2901","1","pues esa","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"127","29","3","1","5","2901","0","por ahira c3 f3","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","26"
"128","29","3","1","5","2901","1","si","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"129","29","3","1","5","2901","2","leugo hacemos una","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","1"
"130","29","3","1","5","2901","2","esque hacer eso compensa si luego lo hacemos al reves","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","1"
"131","29","3","1","5","2901","2","si","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","1"
"132","29","3","1","5","2901","1","vale pues ya estmos iguales","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","16"
"133","29","3","1","5","2901","2","tenemos q ir haciendo eso q se va turnando","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","1"
"134","29","3","1","5","2901","1","columna4 fila 4","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","10"
"135","29","3","1","5","2901","0","valeç","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","21"
"136","29","3","1","5","2901","0","siempre lo mismo?","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","21"
"137","29","3","1","5","2901","1","no","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","10"
"138","29","3","1","5","2901","1","mira las variantes","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","10"
"139","29","3","1","5","2901","1","hay que ver que nos sume el maximo de puntos a cada uno","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","10"
"140","29","3","1","5","2901","1","para poder tener mas ganancias","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","10"
"141","29","3","1","5","2901","0","vale ya lo entiendo","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","21"
"142","29","3","1","5","2901","1","en las casillas que haya negativo no le des","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","10"
"143","29","3","1","5","2901","1","porque nos afecta y perdemos dinero","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","10"
"144","29","3","1","5","2901","1","el juego es el 5","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","10"
"145","29","3","1","5","2901","2","fila 4","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","6"
"146","29","3","1","5","2901","1","columna 4 fila 4","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","10"
"147","29","3","1","5","2901","2","si","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","6"
"148","29","3","1","5","2901","0","si","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","21"
"149","29","3","1","5","2901","1","ganamos todos","0","0","0","0","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","10"
"150","29","4","1","3","2901","2","qué mal xd","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","6"
"151","29","4","1","3","2901","2","c3 y f3?","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","6"
"152","29","4","1","3","2901","1","jaja esque el A se nos desmadra","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"153","29","4","1","3","2901","1","f5","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"154","29","4","1","3","2901","2","c3 y f3 ganamos mas","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","6"
"155","29","4","1","3","2901","1","vañe","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"156","29","4","1","3","2901","1","vale*","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"157","29","4","1","3","2901","2","ok","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","6"
"158","29","4","1","3","2901","1","vamos bien, no?","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"159","29","4","1","3","2901","2","si jajaj","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","6"
"160","29","4","1","3","2901","2","es mejor el c2 f2","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","2"
"161","29","4","1","3","2901","1","c3-f3","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"162","29","4","1","3","2901","2","para ambos","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","2"
"163","29","4","1","3","2901","2","vale c3 f3","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","2"
"164","29","4","1","3","2901","1","f3-c3","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"165","29","4","1","3","2901","1","son 32","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"166","29","4","1","3","2901","2","no sabia a cual le ibas a dar","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","2"
"167","29","4","1","3","2901","1","en el bloque c5f5 de cualquier juego gano yo y en ese mismo juego, en c1-f1 ganas tu","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"168","29","4","1","3","2901","2","se","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","2"
"169","29","4","1","3","2901","2","iguales?","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","2"
"170","29","4","1","3","2901","1","perfecto","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"171","29","4","1","3","2901","1","peroq","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"172","29","4","1","3","2901","1","que sentido tiene","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"173","29","4","1","3","2901","1","juego 3 empate","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","12"
"174","29","4","1","3","2901","1","f3 c3","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","12"
"175","29","4","1","3","2901","1","juego cuatro f4c4 gano yo","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","12"
"176","29","4","1","3","2901","1","juego cinco f5c5 gano yo","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","12"
"177","29","4","1","3","2901","1","f3 c3 buen","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"178","29","4","1","3","2901","1","el A ganas mucho","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"179","29","4","1","3","2901","1","o cual?","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"180","29","4","1","3","2901","2","esa","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","1"
"181","29","4","1","3","2901","1","el A se foora","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"182","29","4","1","3","2901","1","forra","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
"183","29","4","1","3","2901","2","de 50 -30-80 y al reves","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","1"
"184","29","4","1","3","2901","2","encima el A gana un poco mas tambn","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","1"
"185","29","4","1","3","2901","1","ya","1","1","1","0","1","1","1","1","1","0","0.33333334","1","0","0","0","0","0","0","0","0","0","1","16"
